tracking_domain,consent_category,vendor_name,tracker_type,tracker_name,tracker_purpose,tracker_duration,3rd_party_sharing,first_found_at,party_type,vendor_description,modified,consent_category_new,tracker_purpose_[language code],vendor_description_[language code]
www.CLIENT_X.jo,Essential cookies,CLIENT_X - Jordan,HTTP Cookie,kampyleSessionPageCounter,,365,,https://www.CLIENT_X.jo/a-w/about-CLIENT_X/company-profile/company-contacts.html,New First Party Trackers,"CLIENT_X is a Dutch diversified technology company focused on improving people's lives through major innovations in the areas of health care, consumer lifestyle and lighting.",,,,
www.CLIENT_X.jo,Essential cookies,CLIENT_X - Jordan,HTTP Cookie,kampyleUserPercentile,,365,,https://www.CLIENT_X.jo/a-w/about-CLIENT_X/company-profile/company-contacts.html,New First Party Trackers,"CLIENT_X is a Dutch diversified technology company focused on improving people's lives through major innovations in the areas of health care, consumer lifestyle and lighting.",,,,
www.CLIENT_X.jo,Essential cookies,CLIENT_X - Jordan,HTTP Cookie,kampyleUserSession,,365,,https://www.CLIENT_X.jo/a-w/about-CLIENT_X/company-profile/company-contacts.html,New First Party Trackers,"CLIENT_X is a Dutch diversified technology company focused on improving people's lives through major innovations in the areas of health care, consumer lifestyle and lighting.",,,,
www.CLIENT_X.jo,Essential cookies,CLIENT_X - Jordan,HTTP Cookie,kampyleUserSessionsCount,,365,,https://www.CLIENT_X.jo/a-w/about-CLIENT_X/company-profile/company-contacts.html,New First Party Trackers,"CLIENT_X is a Dutch diversified technology company focused on improving people's lives through major innovations in the areas of health care, consumer lifestyle and lighting.",,,,
www.CLIENT_X.jo,Essential cookies,CLIENT_X - Jordan,HTTP Cookie,lux_uid,,0,,https://www.CLIENT_X.jo/a-w/about-CLIENT_X/company-profile/company-contacts.html,New First Party Trackers,"CLIENT_X is a Dutch diversified technology company focused on improving people's lives through major innovations in the areas of health care, consumer lifestyle and lighting.",,,,
www.CLIENT_X.jo,Essential cookies,CLIENT_X - Jordan,HTTP Cookie,p-hc-catg,,1,,https://www.CLIENT_X.jo/a-w/about-CLIENT_X/company-profile/company-contacts.html,New First Party Trackers,"CLIENT_X is a Dutch diversified technology company focused on improving people's lives through major innovations in the areas of health care, consumer lifestyle and lighting.",,,,
www.CLIENT_X.jo,Essential cookies,CLIENT_X - Jordan,HTTP Cookie,p-hc-specialty,,1,,https://www.CLIENT_X.jo/a-w/about-CLIENT_X/company-profile/company-contacts.html,New First Party Trackers,"CLIENT_X is a Dutch diversified technology company focused on improving people's lives through major innovations in the areas of health care, consumer lifestyle and lighting.",,,,
www.CLIENT_X.jo,Essential cookies,CLIENT_X - Jordan,HTTP Cookie,shop-health,,0,,https://www.CLIENT_X.jo/a-w/about-CLIENT_X/company-profile/company-contacts.html,New First Party Trackers,"CLIENT_X is a Dutch diversified technology company focused on improving people's lives through major innovations in the areas of health care, consumer lifestyle and lighting.",,,,
www.CLIENT_X.jo,Essential cookies,CLIENT_X - Jordan,HTTP Cookie,T01-recentlyViewedProducts,,365,,https://www.CLIENT_X.jo/a-w/about-CLIENT_X/company-profile/company-contacts.html,New First Party Trackers,"CLIENT_X is a Dutch diversified technology company focused on improving people's lives through major innovations in the areas of health care, consumer lifestyle and lighting.",,,,
www.CLIENT_X.jo,Essential cookies,CLIENT_X - Jordan,HTTP Cookie,user_country,,session,,https://www.CLIENT_X.jo/a-w/about-CLIENT_X/company-profile/company-contacts.html,New First Party Trackers,"CLIENT_X is a Dutch diversified technology company focused on improving people's lives through major innovations in the areas of health care, consumer lifestyle and lighting.",,,,
consent-pref.trustarc.com,Essential cookies,TrustArc,Local Storage,,,,TRUE,https://www.CLIENT_X.jo/a-w/about-CLIENT_X/company-profile.html,Existing CM Trackers-Found,"TrustArc provides privacy compliance and risk management with integrated technology, consulting and TRUSTe certification solutions.",,,,
consent-pref.trustarc.com,Essential cookies,TrustArc,JavaScript,,,,TRUE,https://www.CLIENT_X.jo/a-w/about-CLIENT_X/company-profile.html,Existing CM Trackers-Found,"TrustArc provides privacy compliance and risk management with integrated technology, consulting and TRUSTe certification solutions.",,,,
consent-st.trustarc.com,Essential cookies,TrustArc,JavaScript,,,,TRUE,https://www.CLIENT_X.jo/a-w/about-CLIENT_X/company-profile.html,Existing CM Trackers-Found,"TrustArc provides privacy compliance and risk management with integrated technology, consulting and TRUSTe certification solutions.",,,,
consent.trustarc.com,Essential cookies,TrustArc,Beacon,,,,TRUE,https://www.CLIENT_X.jo/a-w/about-CLIENT_X/company-profile.html,Existing CM Trackers-Found,"TrustArc provides privacy compliance and risk management with integrated technology, consulting and TRUSTe certification solutions.",,,,
consent.trustarc.com,Essential cookies,TrustArc,JavaScript,,,,TRUE,https://www.CLIENT_X.jo/a-w/about-CLIENT_X/company-profile.html,Existing CM Trackers-Found,"TrustArc provides privacy compliance and risk management with integrated technology, consulting and TRUSTe certification solutions.",,,,
CLIENT_X.jo,Essential cookies,CLIENT_X - Jordan,Local Storage,,,,TRUE,https://www.CLIENT_X.jo/c-w/support-home/support-contact-page,Existing CM Trackers-Found,"CLIENT_X is a Dutch diversified technology company focused on improving people's lives through major innovations in the areas of health care, consumer lifestyle and lighting.",,,,
CLIENT_X.jo,Essential cookies,CLIENT_X - Jordan,HTTP Cookie,_ga4_seg_1,"The _ga4_seg_1 cookie is part of Google Analytics 4 and is used to track and distinguish unique users by assigning a unique identifier. This cookie helps in analyzing user interactions and behavior on a website, which is critical for improving website performance and user experience. It contributes to overall analytics by accumulating data on user sessions and engagement over time.",session,TRUE,https://www.CLIENT_X.jo/a-w/about-CLIENT_X/company-profile.html,Existing CM Trackers-Found,"CLIENT_X is a Dutch diversified technology company focused on improving people's lives through major innovations in the areas of health care, consumer lifestyle and lighting.",,,,
CLIENT_X.jo,Essential cookies,CLIENT_X - Jordan,HTTP Cookie,_ScCbts,"The cookie named _ScCbts is used by Snapchat for targeted advertising purposes. It helps the platform track users' interactions and preferences, allowing for more relevant and personalized advertising experiences. This cookie typically expires after 6 days, enabling Snapchat to optimize its advertising strategy based on user behavior.",7,TRUE,https://www.CLIENT_X.jo/a-w/about-CLIENT_X/company-profile.html,Existing CM Trackers-Found,"CLIENT_X is a Dutch diversified technology company focused on improving people's lives through major innovations in the areas of health care, consumer lifestyle and lighting.",,,,
CLIENT_X.jo,Essential cookies,CLIENT_X - Jordan,HTTP Cookie,_schn1,"The cookie named _schn1 is a session cookie used by Snapchat for tracking users and serving targeted advertisements. It collects data on user interactions and engagements, enabling advertisers to reach specific audiences effectively. Through this cookie, Snapchat can facilitate real-time bidding and enhance overall ad relevance for visitors.",0,TRUE,https://www.CLIENT_X.jo/a-w/about-CLIENT_X/company-profile.html,Existing CM Trackers-Found,"CLIENT_X is a Dutch diversified technology company focused on improving people's lives through major innovations in the areas of health care, consumer lifestyle and lighting.",,,,
CLIENT_X.jo,Essential cookies,CLIENT_X - Jordan,HTTP Cookie,_scid,"The _scid cookie, set by Snapchat, is used for marketing purposes to help identify visitors by storing a unique Snapchat Pixel ID. This tracking enables Snapchat to optimize user experience, monitor usage behavior, and facilitate targeted advertising. As it's categorized under marketing, prior user consent may be necessary for activation, impacting personalized ads if denied.",396,TRUE,https://www.CLIENT_X.jo/a-w/about-CLIENT_X/company-profile.html,Existing CM Trackers-Found,"CLIENT_X is a Dutch diversified technology company focused on improving people's lives through major innovations in the areas of health care, consumer lifestyle and lighting.",,,,
CLIENT_X.jo,Essential cookies,CLIENT_X - Jordan,HTTP Cookie,_scid_r,"The _scid_r cookie serves as a unique identifier for users, allowing Snapchat to facilitate targeted advertising and real-time bidding from third-party advertisers. It tracks user behavior to optimize marketing strategies and enhance the effectiveness of personalized ads. User consent is often required for its activation due to marketing regulations.",396,TRUE,https://www.CLIENT_X.jo/a-w/about-CLIENT_X/company-profile.html,Existing CM Trackers-Found,"CLIENT_X is a Dutch diversified technology company focused on improving people's lives through major innovations in the areas of health care, consumer lifestyle and lighting.",,,,
CLIENT_X.jo,Essential cookies,CLIENT_X - Jordan,HTTP Cookie,FPAU,"The FPAU cookie is utilized to enhance advertising and analytics by collecting user behavior data on the website. As a first-party cookie, it aids in tracking the effectiveness of ads by allowing businesses to monitor actions such as ad clicks and subsequent purchases. This information helps advertisers assess their return on investment and optimize campaigns accordingly.",90,TRUE,https://www.CLIENT_X.jo/a-w/about-CLIENT_X/company-profile.html,Existing CM Trackers-Found,"CLIENT_X is a Dutch diversified technology company focused on improving people's lives through major innovations in the areas of health care, consumer lifestyle and lighting.",,,,
CLIENT_X.jo,Essential cookies,CLIENT_X - Jordan,HTTP Cookie,FPGSID,"The FPGSID cookie is a first-party cookie set by Google Ads that serves to store identifiers necessary for advertising measurement and conversion attribution. It plays a critical role in linking ad clicks to subsequent user actions on the website, thereby facilitating accurate reporting and optimization of Google Ads campaigns.",0,TRUE,https://www.CLIENT_X.jo/a-w/about-CLIENT_X/company-profile.html,Existing CM Trackers-Found,"CLIENT_X is a Dutch diversified technology company focused on improving people's lives through major innovations in the areas of health care, consumer lifestyle and lighting.",,,,
CLIENT_X.jo,Essential cookies,CLIENT_X - Jordan,HTTP Cookie,FPID,"The FPID (First-Party Identifier) cookie is used to track user behavior across different devices and browsers by assigning a unique identifier to each user. This allows websites to maintain user identification even when third-party cookies are blocked, ensuring effective data collection for analytics and personalized marketing campaigns to improve the user experience and increase conversions.",400,TRUE,https://www.CLIENT_X.jo/a-w/about-CLIENT_X/company-profile.html,Existing CM Trackers-Found,"CLIENT_X is a Dutch diversified technology company focused on improving people's lives through major innovations in the areas of health care, consumer lifestyle and lighting.",,,,
CLIENT_X.jo,Essential cookies,CLIENT_X - Jordan,HTTP Cookie,FPLC,"The FPLC cookie functions as a cross-domain linker, facilitating the storage and linking of data across different domains for analytics purposes. It is derived from the FPID cookie and enhances website performance by allowing internal analytics while tracking user behavior. This cookie is not HttpOnly, enabling access through JavaScript and expires within 20 hours..",0,TRUE,https://www.CLIENT_X.jo/a-w/about-CLIENT_X/company-profile.html,Existing CM Trackers-Found,"CLIENT_X is a Dutch diversified technology company focused on improving people's lives through major innovations in the areas of health care, consumer lifestyle and lighting.",,,,
CLIENT_X.jo,Essential cookies,CLIENT_X - Jordan,HTTP Cookie,internalUserCheck,"The cookie 'internalUserCheck' serves to identify or validate whether a user is part of the internal user group, enhancing the personalization of the browsing experience. While not linked to any specific domain name here, such cookies generally help in member authentication and managing access to internal resources or special features on a website.",session,TRUE,https://www.CLIENT_X.jo/a-w/about-CLIENT_X/company-profile.html,Existing CM Trackers-Found,"CLIENT_X is a Dutch diversified technology company focused on improving people's lives through major innovations in the areas of health care, consumer lifestyle and lighting.",,,,
CLIENT_X.jo,Essential cookies,CLIENT_X - Jordan,HTTP Cookie,s_cc,"The 's_cc' cookie is used to check whether cookies are enabled in the user's browser. It is a first-party session cookie, meaning it is stored temporarily during the user's session on the website and is deleted once the session ends. This functionality helps websites manage user preferences and ensure proper tracking and analytics operations.",session,TRUE,https://www.CLIENT_X.jo/a-w/about-CLIENT_X/company-profile.html,Existing CM Trackers-Found,"CLIENT_X is a Dutch diversified technology company focused on improving people's lives through major innovations in the areas of health care, consumer lifestyle and lighting.",,,,
CLIENT_X.jo,Essential cookies,CLIENT_X - Jordan,HTTP Cookie,s_cm,"The cookie 's_cm' is used primarily by Adobe's Site Catalyst analytics tool. Its main purpose is to track and store information related to user interactions on the site, allowing website owners to analyze visitor behavior, gather statistics on usage, and assess the effectiveness of marketing efforts..",session,TRUE,https://www.CLIENT_X.jo/a-w/about-CLIENT_X/company-profile.html,Existing CM Trackers-Found,"CLIENT_X is a Dutch diversified technology company focused on improving people's lives through major innovations in the areas of health care, consumer lifestyle and lighting.",,,,
CLIENT_X.jo,Essential cookies,CLIENT_X - Jordan,HTTP Cookie,s_cm_direct,"The cookie 's_cm_direct' is likely used for tracking metrics related to user interactions on the SCM Direct website. It helps identify users and collect data for analysis, which may improve user experience and allow for personalized communication. This cookie may play a role in marketing efforts by helping the company understand visitor behavior.",0,TRUE,https://www.CLIENT_X.jo/a-w/about-CLIENT_X/company-profile.html,Existing CM Trackers-Found,"CLIENT_X is a Dutch diversified technology company focused on improving people's lives through major innovations in the areas of health care, consumer lifestyle and lighting.",,,,
CLIENT_X.jo,Essential cookies,CLIENT_X - Jordan,HTTP Cookie,s_eVar44,"The cookie 's_eVar44' serves to track specific variables associated with user interactions on the website. It is likely used for analytics purposes to collect data related to user behavior, particularly in relation to the marketing sources or campaigns that bring traffic to the site, enabling better targeting and customization of user experiences.",400,TRUE,https://www.CLIENT_X.jo/a-w/about-CLIENT_X/company-profile.html,Existing CM Trackers-Found,"CLIENT_X is a Dutch diversified technology company focused on improving people's lives through major innovations in the areas of health care, consumer lifestyle and lighting.",,,,
CLIENT_X.jo,Essential cookies,CLIENT_X - Jordan,HTTP Cookie,s_fid,"The s_fid cookie is a unique id set by Adobe for analytics purposes when the primary s_vi cookie cannot be established. It helps in tracking user behavior over time, aiding in marketing automation and optimization of user experience. This ensures accurate visitor counts, even in cases where the primary tracking methods fail, providing essential data for analyses and decision-making.",400,TRUE,https://www.CLIENT_X.jo/a-w/about-CLIENT_X/company-profile.html,Existing CM Trackers-Found,"CLIENT_X is a Dutch diversified technology company focused on improving people's lives through major innovations in the areas of health care, consumer lifestyle and lighting.",,,,
CLIENT_X.jo,Essential cookies,CLIENT_X - Jordan,HTTP Cookie,s_gnr,"The cookie named 's_gnr' is used to track user interactions on the website associated with the Global Nutrition Report. It helps the site understand how users engage with the content, enabling improvements and personalized experiences. Additionally, it may work in conjunction with Google Analytics to process user data for analytics purposes.",60,TRUE,https://www.CLIENT_X.jo/a-w/about-CLIENT_X/company-profile.html,Existing CM Trackers-Found,"CLIENT_X is a Dutch diversified technology company focused on improving people's lives through major innovations in the areas of health care, consumer lifestyle and lighting.",,,,
CLIENT_X.jo,Essential cookies,CLIENT_X - Jordan,HTTP Cookie,s_nrpv,"The 's_nrpv' cookie serves as a tracking mechanism used by the domain '.CLIENT_X.gr'. It is set without direct human interaction, allowing for the automatic monitoring of usage patterns and unique domain interactions. This cookie may be used for analytics purposes, helping to gather insights about user behavior and engagement on the site.",session,TRUE,https://www.CLIENT_X.jo/a-w/about-CLIENT_X/company-profile.html,Existing CM Trackers-Found,"CLIENT_X is a Dutch diversified technology company focused on improving people's lives through major innovations in the areas of health care, consumer lifestyle and lighting.",,,,
CLIENT_X.jo,Essential cookies,CLIENT_X - Jordan,HTTP Cookie,s_pv,"The 's_pv' cookie is utilized to record the user's navigation sequence on a website. This enables the website operator to analyze user behavior and enhance the user experience based on how visitors interact with the site. The data is stored for up to 1 day, allowing for insights into user journeys and engagement patterns.",0,TRUE,https://www.CLIENT_X.jo/a-w/about-CLIENT_X/company-profile.html,Existing CM Trackers-Found,"CLIENT_X is a Dutch diversified technology company focused on improving people's lives through major innovations in the areas of health care, consumer lifestyle and lighting.",,,,
CLIENT_X.jo,Essential cookies,CLIENT_X - Jordan,HTTP Cookie,s_ugv,"The cookie named 's_ugv' is likely used for tracking user interactions and behaviors on the ecocacaepesca.com.br domain, enabling the site to gather analytics data. This could help in monitoring user engagement, enhancing the website's performance, and improving the overall user experience by providing personalized content and functionalities based on user preferences and activities.",session,TRUE,https://www.CLIENT_X.jo/a-w/about-CLIENT_X/company-profile.html,Existing CM Trackers-Found,"CLIENT_X is a Dutch diversified technology company focused on improving people's lives through major innovations in the areas of health care, consumer lifestyle and lighting.",,,,
CLIENT_X.jo,Essential cookies,CLIENT_X - Jordan,HTTP Cookie,s_vtime,"The cookie 's_vtime' is used in Adobe Analytics to track the visitor's session time by recording the timestamps for visits. This ensures accurate measurement of user engagement on a website. It helps in understanding how long visitors spend on the site, ultimately assisting in performance analysis and optimization of user experience.",session,TRUE,https://www.CLIENT_X.jo/a-w/about-CLIENT_X/company-profile.html,Existing CM Trackers-Found,"CLIENT_X is a Dutch diversified technology company focused on improving people's lives through major innovations in the areas of health care, consumer lifestyle and lighting.",,,,
CLIENT_X.jo,Essential cookies,CLIENT_X - Jordan,HTTP Cookie,TAsessionID,"The TAsessionID cookie is used to store a temporary identifier that manages consent interactions and reporting for users. It is set by TrustArc's Cookie Consent Manager, making it necessary for compliance with privacy regulations..",0,TRUE,https://www.CLIENT_X.jo/a-w/about-CLIENT_X/company-profile.html,Existing CM Trackers-Found,"CLIENT_X is a Dutch diversified technology company focused on improving people's lives through major innovations in the areas of health care, consumer lifestyle and lighting.",,,,
tracker-detail-page.trustarc.com,Essential cookies,TrustArc,JavaScript,,,,TRUE,https://www.CLIENT_X.jo/a-w/cookie-notice,Existing CM Trackers-Found,"TrustArc provides privacy compliance and risk management with integrated technology, consulting and TRUSTe certification solutions.",,,,
